Review Id,User ID,Display Name,User Name,User Profile,User Avatar,User Location,User Is Verified,Rating,Additional Ratings,Review Title,Review Text,Helpful Votes,Photos,Stay Date,Created Date,Published Date,Language,Location,Location Id,URL
838657425,F88AB0A560A9D2ADA6CD2A59167146E1,Keith A,1957KA,https://www.tripadvisor.co.uk/Profile/1957KA,https://media-cdn.tripadvisor.com/media/photo-m/1280/17/f7/c6/69/keith-a.jpg,Falmouth,No,4,,A surprising corner of East London,A wild haven in the midst of extensive urban development. Where the wilderness meets the concrete. The river is the perfect frontier.,1,https://media-cdn.tripadvisor.com/media/photo-w/23/68/44/e2/bow-creek-ecology-park.jpg,2022-05-31,2022-05-16,2022-05-15,en,Bow Creek Ecology Park,7161297,https://www.tripadvisor.com/ShowUserReviews-g186338-d7161297-r838657425-Bow_Creek_Ecology_Park-London_England.html
823467658,13B12BED6E0832DA2718A4B4CB3351F7,Sam3314,Sam3314,https://www.tripadvisor.co.uk/Profile/Sam3314,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg,Derby,No,4,,Quiet in Docklands,Next to Canning Town station. A small nature reserve in the middle of a meander of the River Lea. Good informative notice boards and benches at strategic locations. A surprisingly quiet place. Only gulls to see when we visited but sure to be more if you have more time.,0,,2021-12-31,2021-12-30,2021-12-30,en,Bow Creek Ecology Park,7161297,https://www.tripadvisor.com/ShowUserReviews-g186338-d7161297-r823467658-Bow_Creek_Ecology_Park-London_England.html
804953199,91C9955F9AA55F1C139E61B7BDD6CBB9,Jonathon,CoffeemadmanUK,https://www.tripadvisor.co.uk/Profile/CoffeemadmanUK,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/90/b9/3c/caption.jpg,London,No,3,,Quiet But Small,"It’s a lovely little almost secluded part of Canning Town but it’s quite small and there isn’t a large amount to see. 

The area is surprisingly quiet though. Considering there is a flyover, tube and DLR nearby you can sit in solitude.",0,https://media-cdn.tripadvisor.com/media/photo-w/1d/a1/ff/4a/caption.jpg,2021-08-31,2021-08-19,2021-08-19,en,Bow Creek Ecology Park,7161297,https://www.tripadvisor.com/ShowUserReviews-g186338-d7161297-r804953199-Bow_Creek_Ecology_Park-London_England.html
784809329,D1297A6E903F6F362E5574E8B5A658DC,Gabsy,Gabmero,https://www.tripadvisor.co.uk/Profile/Gabmero,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg,Enfield,No,2,,Electricity,"Lovely view of the peninsula, however it was so late (10:00pm) when I was there and going home but I think that a few lights will definitely be helpful in order to bring safety to the park as I pass through there a few days of the week.",0,,2020-10-31,2021-03-18,2021-03-18,en,Bow Creek Ecology Park,7161297,https://www.tripadvisor.com/ShowUserReviews-g186338-d7161297-r784809329-Bow_Creek_Ecology_Park-London_England.html
641180122,F2E1CBCCC03DCFC2B27D05A38E234B0C,Nick and Angel S,nickandangels,https://www.tripadvisor.co.uk/Profile/nickandangels,https://media-cdn.tripadvisor.com/media/photo-o/09/1e/50/fc/nick-and-angel-s.jpg,Milton Keynes,No,4,,Docklands! A walk on the wild side!,"Located below the elevated railway track of the DLR this little wild park is perfect place to escape the hustle and bustle of the city! The park site was a former ironworks, shipyard and coal wharf and is now a real wildlife haven consisting of streams, ponds, an outdoor and footpaths",0,https://media-cdn.tripadvisor.com/media/photo-m/1280/15/d3/37/0d/photo0jpg.jpg,2018-07-31,2018-12-23,2018-12-23,en,Bow Creek Ecology Park,7161297,https://www.tripadvisor.com/ShowUserReviews-g186338-d7161297-r641180122-Bow_Creek_Ecology_Park-London_England.html
624803533,026550763346F9A1D0B31CCA17A6115F,Paula Griffin,Paula_Griffin65,https://www.tripadvisor.co.uk/Profile/Paula_Griffin65,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/cc/6e/d3/caption.jpg,London,No,4,,Seldom found haven for wildlife,"Might be a speck on the map amidst the encroaching developments of a Docklands but this well tended sanctuary harbours a haven for East London life & opportunity to catch local birds wallowing in the mud of the creek. There’s a variety of fauna here, willows, reeds even wild berries & even though peace might be regularly broken by the sound of the DLR rumbling overhead somehow this rare oasis keeps its distance from the everyday bustle going on around it",0,https://media-cdn.tripadvisor.com/media/photo-m/1280/15/0b/a8/bf/photo0jpg.jpg,2018-10-31,2018-10-14,2018-10-14,en,Bow Creek Ecology Park,7161297,https://www.tripadvisor.com/ShowUserReviews-g186338-d7161297-r624803533-Bow_Creek_Ecology_Park-London_England.html
453535503,54C4A244C2218971AA04E77E837189BD,jentyb,jentyb,https://www.tripadvisor.co.uk/Profile/jentyb,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg,London,No,4,,Winter Wonderland,"Interesting place for water birds. Between us, we counted 20 species. Peaceful oasis between industrial area and tower blocks, only disturbed by DLR trains. Being midwinter, quite bare, and I'd like to return in Spring and Autumn. One disappointment, the amount of litter was disgraceful.",0,,2017-01-31,2017-01-20,2017-01-20,en,Bow Creek Ecology Park,7161297,https://www.tripadvisor.com/ShowUserReviews-g186338-d7161297-r453535503-Bow_Creek_Ecology_Park-London_England.html
298323649,7EB8736AD5EC16FA1EEDCB3AF8DA698A,Sheena A,616sheenaa,https://www.tripadvisor.co.uk/Profile/616sheenaa,https://media-cdn.tripadvisor.com/media/photo-o/06/5f/cd/24/sheena-a.jpg,Surrey,No,5,,Amazing area,Went here to pick up a geocache and was so pleasantly surprised. The park is fairly well kept and the extension plans look good. An abundance of seats to sit and rest in this tranquil area and even a chance to pond dip.,0,https://media-cdn.tripadvisor.com/media/photo-o/08/9e/81/31/a-design-on-one-of-the.jpg,2015-08-31,2015-08-12,2015-08-12,en,Bow Creek Ecology Park,7161297,https://www.tripadvisor.com/ShowUserReviews-g186338-d7161297-r298323649-Bow_Creek_Ecology_Park-London_England.html
229624364,8DA2E9A8A6C4CB95F81E54316D93525F,Glen T,OlympicWerewolf,https://www.tripadvisor.co.uk/Profile/OlympicWerewolf,https://media-cdn.tripadvisor.com/media/photo-o/06/96/ab/4f/glen-t.jpg,London,No,5,,One of London's Hidden Jems,"I live a short way from Bow Creek Ecology Park and until two years ago i never actually visited it, the site is horseshoe shaped with the DLR running through the middle so the best time if you can visit the park would be when the DLR is not running over the weekend but dont let that put you off visiting",1,,2014-09-30,2014-09-18,2014-09-18,en,Bow Creek Ecology Park,7161297,https://www.tripadvisor.com/ShowUserReviews-g186338-d7161297-r229624364-Bow_Creek_Ecology_Park-London_England.html
981811036,93B7A150CCABD84B12D18ECE874442DA,Quartz I,quartzi2015,https://www.tripadvisor.co.uk/Profile/quartzi2015,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg,Greater London,No,5,,Hidden Gem of London and Industrial History,"It opens as a tourist attraction April to November, on Sundays only 11am - 4PM.

I arrived at 3pm expecting a guided tour to be available as it is on most Sundays, but the workers said it was not going ahead that day.
I explained I had come especially for it, and a volunteer guide called Tony said he would give me a tour anyway.
It was excellent.

He explained the history of the mill, the milling equipment inside, the gin trade, and some social history.
He was eloquent and funny and I learnt a lot.

I really recommend a visit, to what has to be one of London's hidden gems which is overlooked by most Londoners.

After the tour I went into the cafe and had a further chat with Tony and Beverly who works there, it was great.
They were very kind to explain lots about the building and the wider site and East London in general.
I cannot thank them highly enough!

I think a typical visit would last one hour, perhaps a bit more as it is nice to have a drink in the cafe and look at a small but well stocked souvenir shop with interesting booklets about the mill and local area.

A visit could be combined with a heritage walk along the adjacent Lea river, very scenic.

The website doesn't describe how to get there well enough, so I will have a go.
I travelled using London Underground, the venue is a six to seven minute walk from the station.
Go to Bromley-By-Bow station on the Hammersmith & City and District Lines.
Exit the station, then turn left and almost immediate right into a subway under the main road flyover.
At the end of the short subway, exit and turn left and head along the slip road (Hancock Road) towards the Tesco petrol station, about a one minute walk.
Keep walking and turn right into Three Mills Lane where on your right is a large Tesco superstore.
Then there is a river, walk across the bridge over the river and The House Mill is on your left.
Press the buzzer marked ""Cafe"" on the large old blue door to get in.
On your right is another mill with a clock tower which is a different mill, and ahead of you is a security lodge.
If you get to the lodge then you have walked past the House Mill and need to turn back and walk about 30 seconds to the blue door.",0,,2024-11-30,2024-11-25,2024-11-25,en,House Mill,15001535,https://www.tripadvisor.com/ShowUserReviews-g186338-d15001535-r981811036-House_Mill-London_England.html
974724624,E7D6A45BFA2442DFB0589CC6B48867E3,Faburt,Faburt,https://www.tripadvisor.co.uk/Profile/Faburt,https://media-cdn.tripadvisor.com/media/photo-o/1a/f9/d1/a1/faburt.jpg,Cardiff,No,5,,Fascinating history of tidal energy harnessed since 1066 to produce London gin,"Please don't be put off by the website! This is the most interesting thing we've done in London so far. This ancient tidal mill is open on Sundays 11-4 pm from April to the end of Nov with the last tour at 3 pm. You do need to book via Facebook, but we got an immediate response and a warm welcome. The hour-long tour with an enthusiastic and knowledgeable volunteer guide takes you from the attic grain silos right down to the old waterwheels and includes some interesting info about the surrounding area too. Afterwards, the bargain £10 tour ticket includes a hot drink in the Millers House cafe. Alternatively, you could treat yourself to a tasty lunch or a slice of cake.",1,,2024-10-31,2024-10-20,2024-10-20,en,House Mill,15001535,https://www.tripadvisor.com/ShowUserReviews-g186338-d15001535-r974724624-House_Mill-London_England.html
906791248,D3026CD4C3FD25C0FBE2B46EF3C35DA8,leasuretaker,leasuretaker,https://www.tripadvisor.co.uk/Profile/leasuretaker,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg,,No,5,,A very enjoyable visit,"Today we visited Three Mills Island and cafe
The tour of the Tidal Mill was very interesting and informative.  We also had an excellent lunch and coffee
The Mill is I believe staffed by volunteers who are all very committed and passionate and we thoroughly enjoyed our visit
",1,https://media-cdn.tripadvisor.com/media/photo-w/29/e6/da/22/caption.jpg,2023-07-31,2023-07-30,2023-07-30,en,House Mill,15001535,https://www.tripadvisor.com/ShowUserReviews-g186338-d15001535-r906791248-House_Mill-London_England.html
896073858,AF449E095AFD20E7374EA97BD0E6C9FE,John A,G2180RFjohna,https://www.tripadvisor.co.uk/Profile/G2180RFjohna,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg,Brentwood,No,5,,U3A trip to an unknown gem,"As a group from Essex we have been exploring industrial heritage of the UK. By chance I found the House Mill and realised it would be a great venue for one of our trips. 16 of us had a brilliant tour with excellent food. Definitely worth a visit on a Sunday in the summer or to arrange a tour for a group of 12 or more.
As you will learn it is one of a very few mills powered by the tide ",1,https://media-cdn.tripadvisor.com/media/photo-m/1280/29/86/79/15/caption.jpg,2023-06-30,2023-06-20,2023-06-20,en,House Mill,15001535,https://www.tripadvisor.com/ShowUserReviews-g186338-d15001535-r896073858-House_Mill-London_England.html
888471482,5A16DCD15838CEE2E10287D6BC85D804,hilary d,813hilaryd,https://www.tripadvisor.co.uk/Profile/813hilaryd,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg,London,No,4,,House Mill 30.4.23,We took the house mill on Sunday 30th April with another couple.Our guide was called Eleanor.The tour was very interesting.We had lunch and tea there also.A great day out!,1,,2023-04-30,2023-05-01,2023-05-01,en,House Mill,15001535,https://www.tripadvisor.com/ShowUserReviews-g186338-d15001535-r888471482-House_Mill-London_England.html
810780767,749BEE36411280414EDE20B3083F713F,Lockett15,Lockett15,https://www.tripadvisor.co.uk/Profile/Lockett15,https://media-cdn.tripadvisor.com/media/photo-s/02/a0/8f/e2/avatar.jpg,London,No,3,,Upsetting visit,"The welcome was warm when we arrived. However, we were provided with a feedback form to complete and return once the tour was finished. We didn’t have a pen, so decided to do the 21st century thing and leave a Tripadvisor feedback.
We thoroughly enjoyed the guided tour and found it both informative and enjoyable.
The guide was excellent and had an obvious passion for the mill.
Unfortunately on our departure we were accosted by an elderly lady, who asked for our feedback forms… As we were in a hurry to get back to our car to pick up our son, we begin to explain that we didn’t have time, but would leave a review. She became extremely unpleasant and assailed us with accusations of taking advantage of a free tour, without providing any kind of feedback or donation.
I think going forward that if they charged a small fee for the tour, people would know where they stand and would not have to suffer the unpleasant haranguing that we did.
A really disappointing end to a nice visit",1,,2021-09-30,2021-09-19,2021-09-19,en,House Mill,15001535,https://www.tripadvisor.com/ShowUserReviews-g186338-d15001535-r810780767-House_Mill-London_England.html
787849265,AFB38DA50B078AB3D47D63EB66CBAB99,Jane D,janeydob,https://www.tripadvisor.co.uk/Profile/janeydob,,,No,5,,Great lunch stop when walking The Line,"We came across Three Mills Island while walking part of The Line sculpture trail. Of course, due to lockdown, the mill was closed to visitors but we still had delicious sandwiches from their cafe. 

The staff were very friendly, the food was very tasty and the prices were very reasonable. 

I will try to come back when the buildings reopen.",0,https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/ee/2e/d7/house-mill.jpg,2021-05-31,2021-05-03,2021-05-03,en,House Mill,15001535,https://www.tripadvisor.com/ShowUserReviews-g186338-d15001535-r787849265-House_Mill-London_England.html
700273299,AF50E057E8E4643946207A2A88399334,Will Helesfay,WillHelesfay,https://www.tripadvisor.co.uk/Profile/WillHelesfay,https://media-cdn.tripadvisor.com/media/photo-s/17/d7/f2/20/caption.jpg,,No,5,,Great little Sunday afternoon venture,This is a great place to go on a weekend for a little exploration. We had a guided tour by Robert who was very informative and gave an enjoyable presentation. All the people here are volunteers and they are hoping to revive the Mill for educational and also environmental/green energy purposes. Nice little coffee shop and garden if you just want somewhere to go and relax. Well worth supporting.,2,,2019-08-31,2019-08-18,2019-08-18,en,House Mill,15001535,https://www.tripadvisor.com/ShowUserReviews-g186338-d15001535-r700273299-House_Mill-London_England.html
