Review Id,User ID,Display Name,User Name,User Profile,User Avatar,User Location,User Is Verified,Rating,Additional Ratings,Review Title,Review Text,Helpful Votes,Photos,Stay Date,Created Date,Published Date,Language,Location,Location Id,URL
898248960,B323C579953C124D2D06D134332D3DD6,Robin H,583robinh,https://www.tripadvisor.co.uk/Profile/583robinh,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg,Bristol,No,5,,Thank heavens for amazing volunteers ,"But for ordinary, or perhaps extraordinary people, this temple to Victorian engineering would have been demolished .
Not only saved but loved back to much of it's caste iron magnificence.  And then these wonderful people turn out on a Sunday to guide and answer questions, nearly 50 of them.  This is where honours should be given not to the worthless politicians. ",2,,2023-06-30,2023-06-26,2023-06-26,en,Abbey Mills Pumping Station,7139725,https://www.tripadvisor.com/ShowUserReviews-g186338-d7139725-r898248960-Abbey_Mills_Pumping_Station-London_England.html
802680079,75FD25CC82B327949AE140391D7056A5,Lynn M,722LynnM,https://www.tripadvisor.co.uk/Profile/722LynnM,https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/8d/42/61/722lynnm.jpg,Benfleet,No,5,,Amazing Victorian engineering,I visited here on the open house London in September 2015. After talking with my dad about it I had to visit and was lucky enough to see it. Was amazing and spurred me to then want to visit the Crossness steam day too. A must see if you get the chance.,3,https://media-cdn.tripadvisor.com/media/photo-w/1d/8d/45/9a/abbey-mills-pumping-station.jpg,2020-09-30,2021-08-09,2021-08-09,en,Abbey Mills Pumping Station,7139725,https://www.tripadvisor.com/ShowUserReviews-g186338-d7139725-r802680079-Abbey_Mills_Pumping_Station-London_England.html
776065333,93764167078AA7A28F014A58888C5D30,Ian,QPRanger1965,https://www.tripadvisor.co.uk/Profile/QPRanger1965,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg,,No,4,,Great tour,Incredible architecture for its time and only constructed to promote the unseen work being undertaken beneath ground.,0,https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/41/79/1c/church-style-construction.jpg,2019-11-30,2020-10-30,2020-10-30,en,Abbey Mills Pumping Station,7139725,https://www.tripadvisor.com/ShowUserReviews-g186338-d7139725-r776065333-Abbey_Mills_Pumping_Station-London_England.html
739385111,0BF3F74871D9614A6189A9ECF5D1D7B5,Dandleman1976,Dandleman1976,https://www.tripadvisor.co.uk/Profile/Dandleman1976,,,No,5,,I remember abbey mills when it was fully operational.,"My father was an electrician for Thames water in the 1970's,he was part of the team that kept the pumps pumping. In 1979 my father swapped Abbey mills for Broadholme treatment works in Rushden, Northamptonshire. Every now and then my old man would go back to London to see family and friends, on one of these trips he went back to Abbey mills to catch up with his old colleagues and I tagged along. I was five or six years old at the time and I can remember how fascinated and awestruck I was. One of my dad's old workmates had finished a maintenance job on one of the biggest pumps and I was given the privilege of starting it up. I can still remember being scared at the colossal noise that it made. My visit to Abbey mills is one of my fondest memories, they dont build em like they used to is a perfect description of this beautiful building. If ever you get the opportunity to take a tour of this amazing building you should grab it with both hands.",6,,2019-02-28,2020-01-15,2020-01-15,en,Abbey Mills Pumping Station,7139725,https://www.tripadvisor.com/ShowUserReviews-g186338-d7139725-r739385111-Abbey_Mills_Pumping_Station-London_England.html
682460876,50EA79B5B0E60BAC63F79D4D786B7FA1,Nigel F,Tumlingtar2015,https://www.tripadvisor.co.uk/Profile/Tumlingtar2015,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg,London,No,5,,"Amazing history, architecture and engineering","Book a visit when you can.  Its a working site - not a museum, and was done up (well) for the 2012 Olympics, because it was overlooked from the pathway which runs on top of the raised brick sewer.",6,,2019-05-31,2019-06-18,2019-06-18,en,Abbey Mills Pumping Station,7139725,https://www.tripadvisor.com/ShowUserReviews-g186338-d7139725-r682460876-Abbey_Mills_Pumping_Station-London_England.html
641411263,5A17B7122E0C4C48DA2FAC55A973AA9D,RMM123,RMM123,https://www.tripadvisor.co.uk/Profile/RMM123,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg,London,No,4,,Fascinating tour,I had no idea of the history of this place and thoroughly enjoyed the tour. The splendour of the refurbishment is incredible and the tour guides were knowledgeable and patient with questions. Definitively worth a visit but opportunities are few and far between.,2,,2018-11-30,2018-12-25,2018-12-25,en,Abbey Mills Pumping Station,7139725,https://www.tripadvisor.com/ShowUserReviews-g186338-d7139725-r641411263-Abbey_Mills_Pumping_Station-London_England.html
582576714,BFF70F947C52AE163D8A2A3F08307586,Jeanette M,606jeanettem,https://www.tripadvisor.co.uk/Profile/606jeanettem,https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/40/0a/b4/jeanette-m.jpg,London,No,5,,😨 Sewer walk laid on by Thames Water ... brilliant👍,"My second time visitng Abbey Mills Pumping Station.  It's a privilege to be able to see how everything works and it's hard to book a visit so look out for opportunities during Open Hoise weekend and apply early.  Restoration to the paintwork inside has continued apace and when finished it will be stunning.  

My visit this time included a sewer walk!  If you are in any doubt about doing it don't worry.  You get full protective clothing: disposable overalls, 2 layers of gloves, socks to put on over your own, thigh length wader boots, a hard hat and you are fully harnessed.  12 of us went down the sewer and 4 staff with bright torches so it wasn't scarily dark.  A man about 6' 2"" stood up straight, there were only a couple of places where he needed to bend his head to go past.  It was one of my concerns that it would be a confined space which would trigger claustrophobia but truly, it's so big there's less space on a crowded rush hour underground train!  

Did it smell?  A bit, but it wasn't gag inducing, if you're worried put some Vicks or something like that under your nose.  Was it slippery?  Not really, the boots you have on have metal spikes in the soles and dig into anything soft so grip well.  Although it had rained a couple of hours before we went in the sewer there was only about 6"" of water so nothing to worry about.  You get excellent briefing from the staff on what to expect.  You climb down a wall ladder and are fully harnessed and cannot fall, everyone managed it. You can take a camera but NOT a mobile phone to take pictures.  

We had an excellent talk about how the sewer system started and a talk and video about the new system being installed.  And to finish off we had the most wonderful lunch!  I highly recommend this experience.  Good luck with trying to book.  If you found this review helpful please tick the box.",19,,2018-05-31,2018-05-25,2018-05-25,en,Abbey Mills Pumping Station,7139725,https://www.tripadvisor.com/ShowUserReviews-g186338-d7139725-r582576714-Abbey_Mills_Pumping_Station-London_England.html
490332568,926D1F70548FB9129A2D498377F7EF85,Abbotsbury92,Abbotsbury92,https://www.tripadvisor.co.uk/Profile/Abbotsbury92,https://media-cdn.tripadvisor.com/media/photo-o/09/07/09/d3/abbotsbury92.jpg,Arlington,No,4,,"Viewed from the Greenway, a Victorian Gem","I read about Abbey Mills Pumping Station in Nairn's London.  He describes it as having elements of the Kremlin and Moorish architecture.  It is indeed a splendid pile to see. 

After visiting Three Mills nearby I mounted the Greenway via the Abbey Lane Open Space and wandered east along it several hundred metres until I came to a spot with a clear panorama of the buildings.  You can also take Abbey Road or West Ham DLR or the Jubilee / District / Hammersmith & City lines to West Ham.  

It would be an interesting place to tour; apparently, that opportunity is rare.  Take a walk along the Greenway to the QE Olympic Park and enjoy this as one of the sights along the way.  Also, check out Three Mills, which is a beautiful piece of architecture, too.",4,https://media-cdn.tripadvisor.com/media/photo-o/0f/79/a3/9a/abbey-mills-pumping-station.jpg,2017-05-31,2017-06-04,2017-06-04,en,Abbey Mills Pumping Station,7139725,https://www.tripadvisor.com/ShowUserReviews-g186338-d7139725-r490332568-Abbey_Mills_Pumping_Station-London_England.html
487109610,66A9723FC676A88A324A7CEB4E1ED3D9,JohnMacPinner,JohnMacPinner,https://www.tripadvisor.co.uk/Profile/JohnMacPinner,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg,Milton Keynes,No,5,,Brilliant visit to Pumping Station and the Sewers,"I was lucky enough - by the views of others - to get into an ""open day"" visit at the last minute. Thames Water did me proud!

I wasn't there for the buffet lunch, but it was excellent, but far too much for us to eat. My purpose was the lectures - absolutely excellent - about the history of sewage management and the develop of London sewers under the control of Bazalgette.  We then enjoyed an excellent, well-explained and very relaxed tour of the Pumping Station itself, followed by the primary purpose of my visit, the walk-through tour of the sewers. 

A short mini-bus hop to a nearby works site, then dressed up into our ""sewer rat"" uniform - socks, groin-high boots, two layers of gloves, a proper onesie, helmet, safety harness and box with gas mask!  Then we were clipped onto the safety system before descending the ladder into the huge sewer. Excellent commentary and explanations as we were guided through the c.1905 sewer up as far as a big junction and a view of the much older Bazalgette sewer - all of them so well built they never need rebuilding or - even - repointing!!  Back to base along the storm drain, adjacent to the sewer to cope with the - up to - 40 times increase in flow of a rainstorm. 

Thank you Thames Water ... and don't put fat down your sink, toilet or drain!!",6,,2017-05-31,2017-05-23,2017-05-23,en,Abbey Mills Pumping Station,7139725,https://www.tripadvisor.com/ShowUserReviews-g186338-d7139725-r487109610-Abbey_Mills_Pumping_Station-London_England.html
313269079,BFF70F947C52AE163D8A2A3F08307586,Jeanette M,606jeanettem,https://www.tripadvisor.co.uk/Profile/606jeanettem,https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/40/0a/b4/jeanette-m.jpg,London,No,3,,Rarely open to the public this working sewage pumping station is worth a visit,"I entered a ballot for a place to go round Abbey Mills during Open House weekend.  It is a privilege to visit these buildings and although the tour was unstructured, the staff were very knowledgeable and happy to answer any questions.  The exhibition inside is very interesting but we didn't have enough time to look at it all properly and the map was so small and high up I couldn't really see it which was a shame.

I am pleased I went, however it is far less colourful inside than Crossness which is a true sight to behold.  There again Abbey Mills is still a working pumping station (fully automated) and Crossness has been lovingly restored by a dedicated team of volunteers.   It warrants a ""Good"" rating - so 3 1/2 stars really.

The outside of the building is worth a good look - take some binoculars if you want to see the higher up detail eg the Minton tiles and the weather vane which has a story all of its own. Get there by going to Abbey Road DLR, turn right, follow the road round and turn left into to Abbey Lane; Greenway was closed off for redevelopment when I went. 

Apparently there will be a tour of the pumping station in May 2016 which also takes in the sewers, you need to contact Thames Water to find out more.",5,,2015-09-30,2015-09-24,2015-09-24,en,Abbey Mills Pumping Station,7139725,https://www.tripadvisor.com/ShowUserReviews-g186338-d7139725-r313269079-Abbey_Mills_Pumping_Station-London_England.html
233610606,AD9DB44FBE2FCD568083E83345C755C9,AnonWidr,AnonWidr,https://www.tripadvisor.co.uk/Profile/AnonWidr,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg,London,No,5,,"Rarely Open, But A Must See","You can walk past Abbey Mills pumping station by taking a DLR train to Abbey Road and then walking to the Greenway, which is the path on top of the Northern Outfall Sewer. 

The building is the northern twin to Crossness, but it doesn't have steam engines, although the building and engineering inside is impressive.

I got in once during one of Thames Water's Sewer Weeks, where I was also suited and booted and taken into the sewers under Hackney Wick. Who needs theme parks, when you can explore London's sewers?

For normal visits, it is often open during Open House weekends.",6,https://media-cdn.tripadvisor.com/media/photo-s/06/b5/d3/41/abbey-mills-pumping-station.jpg,2014-09-30,2014-10-10,2014-10-10,en,Abbey Mills Pumping Station,7139725,https://www.tripadvisor.com/ShowUserReviews-g186338-d7139725-r233610606-Abbey_Mills_Pumping_Station-London_England.html
226801966,AD9DB44FBE2FCD568083E83345C755C9,AnonWidr,AnonWidr,https://www.tripadvisor.co.uk/Profile/AnonWidr,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg,London,No,5,,A Somewhat Hidden Gem,"Crossness in South London and Abbey Mills, were London's two Victorian sewage pumping stations.

Abbey Mills is not generally open, although Thames Water does do occasional tours.

For those who like their engineering and architecture, as I do, it is a gem.

But if you walk past it on the Greenway, you can at least appreciate one of London's best pieces of Victorian architecture. Take the DLR to Abbey Road.",3,,2014-04-30,2014-09-04,2014-09-03,en,Abbey Mills Pumping Station,7139725,https://www.tripadvisor.com/ShowUserReviews-g186338-d7139725-r226801966-Abbey_Mills_Pumping_Station-London_England.html
